,Title,Citations,Date,Summary,Subfield,Topic,Doi,Open Acess,OA Url,Journal,WashU Proxy Server:
15,Dynamic molecular interferometer: Probe of inversion symmetry in I2− photodissociation,27,2005-08-01,"Time-resolved photoelectron imaging of negative ions is employed to examine 780-nm dissociation dynamics of I2(-), emphasizing the effects of interference in time-resolved photoelectron angular distributions obtained with 390-nm probe. No energetic changes are observed after about 700 fs, but the evolution of the photoelectron anisotropy persists for up to 2.5 ps, indicating that the electronic wave function of the dissociating anion continues to evolve long after the asymptotic energetic limit of the reaction has been effectively reached. The time scale of the anisotropy variation corresponds to a fragment separation of the same order of magnitude as the de Broglie wavelength of the emitted electrons (lambda=35 A). These findings are interpreted by considering the effect of I2(-) inversion symmetry and viewing the dissociating anion as a dynamic molecular-scale ""interferometer,"" with the electron waves emitted from two separating centers. The predictions of the model are in agreement with the present experiment and shed new light on previously published results [A. V. Davis, R. Wester, A. E. Bragg, and D. M. Neumark, J. Chem. Phys. 118, 999 (2003)].","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1063/1.1997131,False,,The Journal of Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1063/1.1997131
16,"Observation of vibration-dependent electron anisotropy in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msubsup><mml:mi mathvariant=""normal"">O</mml:mi><mml:mrow><mml:mn>2</mml:mn></mml:mrow><mml:mrow><mml:mo>−</mml:mo></mml:mrow></mml:msubsup></mml:mrow></mml:math>photodetachment",24,2010-07-02,"Photoelectron angular distributions (PADs) recorded for the ${\mathrm{O}}_{2}$($X$ ${}^{3}{\ensuremath{\Sigma}}_{g}^{\ensuremath{-}}$) $\ensuremath{\leftarrow}$ ${\mathrm{O}}_{2}^{\ensuremath{-}}$($X$ ${}^{2}$${\ensuremath{\Pi}}_{g}$) band show significant vibrational dependence. Experimental evidence of vibrational influence on the PAD has, to date, been sparse. Consequently, little attention has been paid to vibrational effects in the consideration of direct detachment processes by recent theoretical treatments. The results presented here demonstrate the sensitivity of the PAD to vibronic coupling in the anion ground electronic state, a phenomenon which is usually neglected in direct molecular anion photodetachment. These results provide the essential data for the evaluation and refinement of existing theoretical models.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1103/physreva.82.011401,False,,Physical Review A,https://libproxy.wustl.edu/login?url=https://doi.org/10.1103/physreva.82.011401
17,"Fluorescence and laser properties of D2-, C2- and D3 symmetry series oligophenylenes",23,2003-04-01,No abstract available.,Physical and Theoretical Chemistry,Photochemistry and Electron Transfer Studies,https://doi.org/10.1016/s1386-1425(02)00329-3,False,,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,https://libproxy.wustl.edu/login?url=https://doi.org/10.1016/s1386-1425(02)00329-3
18,An experimental manifestation of distinct electronic–structural properties of covalent dimer anions of CO2 and CS2,22,2003-10-27,No abstract available.,"Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1016/j.cplett.2003.09.146,False,,Chemical Physics Letters,https://libproxy.wustl.edu/login?url=https://doi.org/10.1016/j.cplett.2003.09.146
19,Spectroscopy of temporary anion states: Renner–Teller coupling and electronic autodetachment in copper difluoride anion,19,2019-01-01,"Photoelectron angular distributions determined in small energy increments between 3.522 and 3.650 eV reveal distinctly different detachment mechanisms within the CuF<sub>2</sub><sup>-</sup>(X <sup>1</sup>Σ) → linear CuF<sub>2</sub>(X <sup>2</sup>Σ) + e<sup>-</sup> band. Certain channels also display non-Franck-Condon behaviour, the action spectra of which reveal rich structure. The behaviour reflects excitation to an electronically unbound anion state (at the linear geometry). The effects of the intermediate state are observed in the detachment behaviour at photon energies down to the X <sup>1</sup>Σ→ X <sup>2</sup>Σ threshold. Adiabatic CAP-EOM-CCSD (equation of motion coupled cluster singles and doubles, including a complex absorbing potential) energy curves are presented along the bending coordinate, showing the complexity of anion and neutral states for this system. The photodetachment action spectra represent a spectroscopic probe of the vibronic state energies in the vertical excitation region and highlight the need for treatment of vibronic coupling in systems involving the loss of an electron.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1039/c8fd00224j,False,,Faraday Discussions,https://libproxy.wustl.edu/login?url=https://doi.org/10.1039/c8fd00224j
20,Threshold effects in I−⋅CH3CN and I−⋅H2O cluster anion detachment: The angular distribution as an indicator of electronic autodetachment,18,2010-04-06,"I(-) x H(2)O and I(-) x CH(3)CN cluster anion photodetachment properties (photoelectron spectra and angular distributions) are recorded via velocity mapped photoelectron imaging for wavelengths between 270 and 340 nm, in small energy increments. These are compared with free I(-) detachment results and reveal the presence of a sharp change in the angular distribution for the (2)P(3/2) spin orbit channel in the vicinity of the (2)P(1/2) threshold. The effect is seen at this threshold in the I(-) x H(2)O cluster anion and just below threshold for I(-) x CH(3)CN. The effect is attributed to an electronic autodetachment process, which is dependent on electronic energy transfer mediated by the electron-neutral complex produced in the excitation process. These results highlight the potential of cluster anion detachment as a probe of electron-molecule interactions and in particular the sensitivity of the angular distributions to intracluster electron transfer processes.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1063/1.3380664,False,,The Journal of Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1063/1.3380664
21,"The dependence of the fluorescence properties, laser properties and photochemical stability of aromatic compounds on the molecular symmetry",18,2000-10-01,No abstract available.,Physical and Theoretical Chemistry,Photochemistry and Electron Transfer Studies,https://doi.org/10.1016/s1386-1425(00)00277-8,False,,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,https://libproxy.wustl.edu/login?url=https://doi.org/10.1016/s1386-1425(00)00277-8
22,Time-resolved electron detachment imaging of the I− channel in I2Br− photodissociation,18,2004-06-16,"The evolution of the I(-) channel in I(2)Br(-) photodissociation is examined using time-resolved negative-ion photoelectron imaging spectroscopy. The 388 nm photodetachment images obtained at variable delays following 388 nm excitation reveal the transformation of the excess electron from that belonging to an excited trihalide anion to that occupying an atomic orbital localized on the I(-) fragment. With increasing pump-probe delay, the corresponding photoelectron band narrows on a approximately 300 fs time scale. This trend is attributed to the localization of the excess-electron wave function on the atomic-anion fragment and the establishment of the fragment's electronic identity. The corresponding band position drifts towards larger electron kinetic energies on a significantly longer, approximately 1 ps, time scale. The gradual spectral shift is attributed to exit-channel interactions affecting the photodetachment energetics, as well as the photoelectron anisotropy. The time-resolved angular distributions are analyzed and found consistent with the formation of the asymptotic I(-) fragment.",Spectroscopy,Mass Spectrometry Techniques and Applications,https://doi.org/10.1063/1.1756869,False,,The Journal of Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1063/1.1756869
23,Vibrationally mediated photodissociation of H2O2 (4vOH): rotational state dependent photodissociation cross sections and vibrational state mixing,17,1993-03-01,No abstract available.,Spectroscopy,Spectroscopy and Laser Applications,https://doi.org/10.1016/0009-2614(93)89201-r,False,,Chemical Physics Letters,https://libproxy.wustl.edu/login?url=https://doi.org/10.1016/0009-2614(93)89201-r
24,Photoelectron Imaging as a Quantum Chemistry Visualization Tool,15,2011-08-05,"An overview and simple example of photoelectron imaging is presented, highlighting its efficacy as a pedagogical tool for visualizing quantum phenomena. Specifically, photoelectron imaging of H– (the simplest negative ion) is used to demonstrate several quantum mechanical principles. This example could be incorporated into an introductory quantum chemistry course to extend the traditional discussion of the photoelectric effect and photoelectron spectroscopy into the area of matter waves. In working through this example, several core quantum-mechanical topics and concepts have been explored, such as conservation of angular momentum, the transition dipole moment, components of the hydrogenic orbitals, the Born interpretation of the wave function, and the theory of quantum measurement.","Atomic and Molecular Physics, and Optics",Laser-Matter Interactions and Applications,https://doi.org/10.1021/ed100177h,False,,Journal of Chemical Education,https://libproxy.wustl.edu/login?url=https://doi.org/10.1021/ed100177h
25,The effect of intracluster photoelectron interactions on the angular distribution in I−⋅CH3I photodetachment,14,2009-11-23,"I(-) and I(-)*CH(3)I velocity mapped photodetachment images are recorded over wavelengths between 270 and 370 nm. Spectral similarities, in conjunction with ab initio calculations show that the cluster anion comprises an atomic iodide anion moiety solvated by a relatively unperturbed CH(3)I molecule. Between 340-370 nm and at 280 nm, free I(-) is produced via a process analogous to dissociative electron attachment within the cluster anion. More strikingly, the photoelectron angular distribution for each species at a given electron kinetic energy is very different, despite detachment occurring from the iodide 5p orbital in each case. These observations reveal the effect of interaction of the photoelectron with the neutral cluster residue and are discussed in terms of resonances associated primarily with the CH(3)I molecule.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1063/1.3266936,False,,The Journal of Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1063/1.3266936
26,Inter-channel effects in monosolvated atomic iodide cluster anion detachment: Correlation of the anisotropy parameter with solvent dipole moment,13,2012-03-15,"Photoelectron imaging results are presented for I(-)[middle dot]X cluster anions (X = CO(2), C(4)H(5)N [pyrrole], (CH(3))(2)CO, CH(3)NO(2)). The available detachment channels are labeled according to the neutral iodine atom states produced (channel I ≡ (2)P(3/2) and channel II ≡ (2)P(1/2)). At photon energies in the vicinity of the channel II threshold these data are compared to previously reported results for I(-)[middle dot]X (X = CH(3)CN, CH(3)Cl, CH(3)Br, and H(2)O). In particular, these results show a strong connection between the dipole moment of the solvent molecule and the behavior of the channel I photoelectron angular distributions in this region, which is consistent with an electronic autodetachment process. The evolution of the channel II:channel I branching ratios in this excitation regime supports this contention.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1063/1.3694244,False,,The Journal of Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1063/1.3694244
27,"I − ⋅ CH 3 X  (X=Cl,Br,I) photodetachment: The effect of electron-molecule interactions in cluster anion photodetachment spectra and angular distributions",13,2010-10-08,"The electron kinetic energy dependence of the photoelectron spectra and angular distributions of I(-)⋅CH(3)X (X=Cl,Br,I) cluster anions are measured via velocity mapped imaging at wavelengths between 350 and 270 nm. Processes analogous to those encountered in free CH(3)X-electron interactions are revealed. In particular, the presence and energies of resonances associated with a low lying σ(∗) state have a marked effect on the results of I(-)⋅CH(3)X photoexcitation. These effects (vibrational excitation, product anion production, and alteration of the photoelectron angular distribution) are far more prominent for I(-)⋅CH(3)I. However, in the vicinity of the (2)P(1/2) threshold there is a sharp deviation in the (2)P(3/2) channel angular distribution and an enhancement of the (2)P(3/2) channel vibrational structure of all three cluster anions. These latter effects are specific to the cluster anion environment through the relaxation of the partner excited I atom and subsequent electronic autodetachment.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1063/1.3487739,False,,The Journal of Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1063/1.3487739
28,Luminescence-laser classification of heteroaromatic and aromatic compounds,13,2002-01-01,No abstract available.,Physical and Theoretical Chemistry,Photochemistry and Electron Transfer Studies,https://doi.org/10.1016/s1386-1425(01)00544-3,False,,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,https://libproxy.wustl.edu/login?url=https://doi.org/10.1016/s1386-1425(01)00544-3
